_RAJ2000 deg,_DEJ2000 deg,SpTypeFull,Sp,Tc,Lc,[Fe/H] sun,age Gyr,Npl,B-V mag,Kmag mag,Lum Lsun,Name
255.6288557,29.29705173,A5V                       ,A5,35,5,     ,    , ,0.246,1.69,10.21,
255.6313698,19.38613643,A2V                       ,A2,32,5,     ,    , ,0.14,1.53,13.87,
255.6349022,35.77978073,K0                        ,K0,60, ,     ,    , ,1.05,-1.5,47.2,
255.6366094,44.75712964,G0                        ,G0,50, ,     ,    , ,0.541,1.89,4.3,
255.6378186,-55.07111217,C                         ,,, ,     ,    , ,2.1,      ,         ,
255.6382646,9.820188412,A2                        ,A2,32, ,     ,    , ,0.234,1.41,13.72,
255.6516815,47.08187925,G8.  V                    ,G8,58,5,-0.08,7.3,1,0.728,3.66,0.69,Gliese 651
255.6530801,-55.06488213,                          ,  ,, ,     ,    , ,      ,      ,         ,
255.6539736,4.24303695,K2                        ,K2,62, ,     ,    , ,0.8,      ,         ,
255.6579672,10.54032828,K2                        ,K2,62, ,     ,    , ,1.184,      ,         ,
255.6585944,-5.684271069,K0                        ,K0,60, ,     ,    , ,1.472,      ,         ,
255.6603142,20.72562456,M3III                     ,M3,73,3,     ,    , ,1.678,      ,         ,
255.6648011,50.94281736,K0                        ,K0,60, ,     ,    , ,1.155,-1.23,39.3,
255.6728203,-22.63843838,F5                        ,F5,45, ,     ,    , ,0.858,      ,         ,
255.6730977,26.59671206,K0                        ,K0,60, ,     ,    , ,0.905,0.84,6.91,
255.6749289,44.63689802,G5                        ,G5,55, ,0.09,8.9, ,0.666,2.99,1.51,
255.6780287,12.94227955,G5                        ,G5,55, ,-0.01,7, ,0.614,2.01,3.54,
255.6796153,-12.5518445,F3/5 V                    ,F3,43,5,     ,    , ,0.513,2.95,1.83,
255.6808664,64.02679629,A3                        ,A3,33, ,     ,    , ,0.28,1.69,10.28,
255.6842618,-54.5612736,A3IV                      ,A3,33,4,     ,    , ,0.165,1.88,10.22,
255.6914958,-42.25020301,F5...                     ,F5,45, ,     ,    , ,0.558,      ,         ,
255.6928035,-32.6707177,B7/B8Ib/II                ,B7,27,1,     ,    , ,0.414,      ,         ,
255.7066114,-6.068399756,M1                        ,M1,71, ,     ,    , ,1.237,5.56,0.03,Gliese 3987
255.7189046,-50.16034761,A0 V                      ,A0,30,5,     ,    , ,0.262,      ,         ,
255.7190252,71.06146341,K5                        ,K5,65, ,     ,    , ,1.039,-2.01,89.39,
255.7219038,31.69019762,A2                        ,A2,32, ,     ,    , ,0.208,0.86,22.67,
255.7237066,-33.81027932,F3/5 V                  ,F3,43,5,     ,    , ,0.655,      ,         ,
255.7242785,-38.46022712,A0 III                    ,A0,30,3,     ,    , ,0.14,0.67,28.7,
255.7261262,14.6630214,K5III                     ,K5,65,3,     ,    , ,1.57,      ,         ,
255.7300518,25.63883357,G0V                       ,G0,50,5,     ,    , ,0.66,2.2,3.2,
255.7364451,-46.75207587,A0 IV                     ,A0,30,4,     ,    , ,0.46,      ,         ,
255.7401947,-6.352340521,A6 IV                     ,A6,36,4,     ,    , ,0.308,1.23,12.19,
255.749488,-43.11997528,K1 V                      ,K1,61,5,-0.15,    , ,0.849,4.22,0.32,
255.752577,4.747667978,M3 III                  ,M3,73,3,     ,    , ,1.525,      ,         ,
255.7536401,-43.84698996,K7                        ,K7,67, ,     ,    , ,1.424,      ,         ,
255.758984,-37.40642974,G8/K0 III                 ,G8,58,3,     ,    , ,1.093,      ,         ,
255.7609991,0.253501365,K4/5 III                  ,K4,64,3,     ,    , ,1.732,      ,         ,
255.7613877,29.47935033,K3III                     ,K3,63,3,     ,    , ,1.245,-2.62,125.45,
255.7619963,-53.93166521,PN                        ,,, ,     ,    , ,      ,      ,         ,
255.768727,-27.09776196,K2 III                    ,K2,62,3,     ,    , ,1.324,      ,         ,
255.7709551,21.56217522,K0                        ,K0,60, ,     ,    , ,0.954,-1.65,72.15,
255.7715115,34.54023132,F0III                     ,F0,40,3,     ,    , ,0.285,0.58,26.63,
255.7731081,17.7304318,K3                        ,K3,63, ,     ,    , ,1.071,4.3,0.24,
255.7764928,-67.77385023,B9.5Vn                    ,B9,29,5,     ,    , ,-0.015,      ,         ,
255.7769315,-45.40854888,B8 V                      ,B8,28,5,     ,    , ,-0.04,      ,         ,
255.779407,-27.30477493,G6 V                      ,G6,56,5,     ,    , ,0.767,      ,         ,
255.7800552,-58.54724645,A3/5 V  K0 III           ,A3,33,3,     ,    , ,0.626,      ,         ,
255.7827978,14.09194698,M3- III                   ,M3,73,3,     ,    , ,1.6,-4.95,         ,32 Ophiuchi HR 6337
255.7862571,-53.23699724,F5V Fe0.5                ,F5,45,5,0.05,1.9, ,0.498,      ,4.98,Epsilon-2 Arae HR 6314
255.7885007,9.401058352,K0                        ,K0,60, ,     ,    , ,1.114,      ,         ,
255.7893026,24.84904597,K1III                     ,K1,61,3,     ,    , ,0.962,-0.25,18.3,
255.7909409,-38.51215702,F6 V                      ,F6,46,5,     ,    , ,0.536,2.89,2.07,
255.7935178,14.51133941,G5IV:                     ,G5,55,4,0.38,    , ,0.77,2.03,3.26,Lalande 31039 HR 6339
255.7966425,67.18056126,G5                        ,G5,55, ,     ,    , ,1.053,      ,         ,
255.8050043,-48.33679336,G8 III                    ,G8,58,3,     ,    , ,1.239,-3.15,174.31,
255.805502,-82.76392416,A2V                       ,A2,32,5,     ,    , ,0.173,1.87,9.52,
255.8064662,-9.017657169,G8 III                  ,G8,58,3,     ,    , ,1.313,      ,         ,
255.8070528,40.95377797,F8                        ,F8,48, ,0.07,2.4, ,0.538,1.38,7.84,
255.815153,70.83424564,K                         ,,, ,     ,    , ,0.99,      ,         ,
255.815441,-16.55498186,F7 V                      ,F7,47,5,     ,    , ,0.533,3.58,0.98,
255.816252,42.0013768,A2                        ,A2,32, ,     ,    , ,0.368,      ,         ,
255.817347,42.49118836,kA2mF0                    ,,, ,     ,    , ,0.277,1.16,17.77,
255.8181478,-68.84394015,A0V                       ,A0,30,5,     ,    , ,0.031,1.5,20.43,
255.8199228,41.89744379,K0                        ,K0,60, ,     ,    , ,0.78,0.05,15.17,
255.8247279,-31.61461913,B2 II                     ,B2,22,2,     ,    , ,-0.073,      ,         ,
255.827373,27.87243475,F2                        ,F2,42, ,     ,    , ,0.378,2.06,5.38,
255.8272796,-24.99554382,M0/1 III                  ,M0,70,3,     ,    , ,1.747,      ,         ,
255.8277533,59.58535027,K4.  V      SB            ,K4,64,5,-0.12,    , ,1.019,4.31,0.25,Gliese 9582 A
255.8301808,-19.49251345,K1 III                    ,K1,61,3,     ,    , ,1.224,      ,         ,
255.8313289,-50.40270408,F2 III/IV                 ,F2,42,3,     ,    , ,0.551,      ,         ,
255.8324222,59.58776912,K4                        ,K4,64, ,     ,    , ,1.369,4.98,0.08,
255.8338187,-62.57374036,M1III                     ,M1,71,3,     ,    , ,1.593,      ,         ,
255.8399198,-23.15163311,K2/3 III                  ,K2,62,3,     ,    , ,1.661,      ,         ,
255.8424731,-40.08788873,A9 V                      ,A9,39,5,     ,    , ,0.328,0.63,20.64,
255.8563158,9.024565222,G0                        ,G0,50, ,0.28,3.1, ,0.602,2.25,3.18,
255.8590196,34.38348321,K2                        ,K2,62, ,     ,    , ,1.234,-2.8,157.05,
255.8698929,-46.45424242,G0 V                      ,G0,50,5,     ,    , ,0.586,2.55,2.26,
255.875236,-24.24136261,K1 III                    ,K1,61,3,     ,    , ,1.367,      ,         ,
255.8758952,35.41404887,M4III                     ,M4,74,3,     ,    , ,1.467,-6.1,390.7,61 Herculis HR 6346
255.876001,-14.61466587,B9 IB/II                  ,B9,29,1,     ,    , ,0.725,      ,         ,
255.8866293,-78.07954758,B9/9.5IV/V                ,B9,29,4,     ,    , ,0.012,      ,         ,
255.8884727,-32.61407637,G0V                       ,G0,50,5,     ,    , ,0.682,      ,         ,
255.8897646,-79.47002063,A2mA7-F0                  ,A2,32, ,     ,    , ,0.348,      ,         ,
255.8917978,57.49978339,B9                        ,B9,29, ,     ,    , ,0.019,0.9,37.66,
255.8928199,-50.04592926,O9.5Ia:                   ,O9,19,1,     ,    , ,0.39,      ,         ,
255.8935426,17.35826326,K0                        ,K0,60, ,     ,    , ,0.921,      ,         ,
255.8984145,-40.66118804,G5                        ,G5,55, ,     ,    , ,0.734,4.09,0.47,
255.8993693,-34.5739714,K2/3 III                ,K2,62,3,     ,    , ,1.635,      ,         ,
255.8998172,-70.30033196,F6V                       ,F6,46,5,     ,    , ,0.475,2.23,4.05,
255.9010761,-19.4621658,AP SI                     ,,, ,     ,    , ,0.082,      ,         ,
255.9038097,46.02386901,K0                        ,K0,60, ,     ,    , ,1.143,      ,         ,
255.9042588,56.03485848,K5                        ,K5,65, ,     ,    , ,1.212,      ,         ,
255.9103946,69.79819312,F7IV-V  F5V              ,F7,47,4,-0.12,2.6, ,0.481,2.04,4.55,
255.9137582,13.60534573,A1V                       ,A1,31,5,0.54,    , ,0.01,1.5,24.49,HR 6341
255.9162252,-15.86605693,A2 IV/V                   ,A2,32,4,     ,    , ,0.271,      ,         ,
255.9226837,-0.145951989,A3 V                      ,A3,33,5,     ,    , ,0.19,1.42,14.46,
255.9236815,-47.16057114,A5V                       ,A5,35,5,     ,    , ,0.072,-0.08,73.89,HR 6323
255.9260441,-21.4131525,K0 III                    ,K0,60,3,     ,    , ,1.138,      ,         ,
255.928271,-61.95036693,K3III                     ,K3,63,3,     ,    , ,1.547,      ,         ,
255.9385026,51.24685003,K2                        ,K2,62, ,     ,    , ,1.036,      ,         ,
255.9403085,18.2990962,K2                        ,K2,62, ,     ,    , ,1.495,      ,         ,
255.9449899,-20.38895615,G8 III                    ,G8,58,3,     ,    , ,1.091,      ,         ,
255.9492548,-85.28704072,A2/3IV                    ,A2,32,4,     ,    , ,0.192,2.03,9.31,
255.9519393,-23.617635,F3 V                      ,F3,43,5,     ,    , ,0.485,      ,         ,
255.9547991,17.18918922,G2.  V                    ,G2,52,5,-0.29,13.1, ,0.643,3.22,1.16,
255.9613907,19.80049867,G5                        ,G5,55, ,0.09,    , ,0.587,2.45,2.68,
255.962257,-38.15257251,F3 V                      ,F3,43,5,-0.07,1.4, ,0.409,0.84,15.17,HR 6327
255.9667972,-14.28340363,G2/3 V                    ,G2,52,5,     ,    , ,0.685,      ,         ,
255.9694169,19.69052304,K4III                     ,K4,64,3,     ,    , ,1.518,-4.04,364.62,HR 6343
255.9732395,34.79022455,A6V                       ,A6,36,5,-0.11,    , ,0.2,1.9,9.27,HR 6351
255.9769078,16.02265475,K1III                     ,K1,61,3,     ,    , ,1.11,-0.88,31.45,
255.9782079,-35.27377453,G8 III                    ,G8,58,3,     ,    , ,1.322,      ,         ,
255.9798992,45.44922101,K0                        ,K0,60, ,     ,    , ,1.426,      ,         ,
255.9810266,-44.14943821,B8 III                    ,B8,28,3,     ,    , ,0.084,      ,         ,
255.9865542,-37.84414303,O5F                       ,O5,15, ,     ,    , ,0.263,      ,         ,
255.9868486,62.20730623,F8                        ,F8,48, ,     ,    , ,0.584,3.43,0.96,
255.9823137,53.23129101,K0                        ,K0,60, ,     ,    , ,0.969,-1.71,62.63,
255.9894618,-57.56307562,K0III                     ,K0,60,3,     ,    , ,1.023,      ,         ,
255.99013,47.10721281,F8                        ,F8,48, ,     ,    , ,0.721,      ,         ,
255.9918441,13.56742423,K1III                     ,K1,61,3,-0.28,    , ,1.05,-1.28,46.05,HR 6342
255.9961761,-28.25631567,B9/A0 III                 ,B9,29,3,     ,    , ,0.057,      ,         ,
255.9981507,-51.08260317,B3V                       ,B3,23,5,     ,    , ,0.07,      ,         ,
255.998251,20.88024243,G5                        ,G5,55, ,     ,    , ,0.653,3.04,1.35,
256.0033888,-25.69800131,B9 IV/V                   ,B9,29,4,     ,    , ,-0.083,0.95,68.72,
256.0051039,-51.08365043,B2 V                      ,B2,22,5,     ,    , ,0.06,      ,         ,
256.0048722,-2.583884154,K5 III                    ,K5,65,3,     ,    , ,1.79,      ,         ,
256.0085344,-27.21521175,F6 IV                     ,F6,46,4,0.16,2.1, ,0.538,0.1,23.7,
256.0083173,33.1171627,K0                        ,K0,60, ,     ,    , ,1.176,      ,         ,
256.0111253,-51.09050432,F3IV                      ,F3,43,4,     ,    , ,      ,      ,         ,
256.0122121,-16.19238861,G8 V                      ,G8,58,5,-0.56,    , ,0.826,1.21,4.59,
256.020606,4.784411152,                          ,  ,, ,     ,    , ,0.699,      ,         ,
256.0214468,-39.07168426,M1 III                    ,M1,71,3,     ,    , ,1.809,      ,         ,
256.0220819,46.08986716,F7V                       ,F7,47,5,-0.22,3.4, ,0.447,2.33,3.49,
256.0264717,43.37058677,M0                        ,M0,70, ,     ,    , ,1.622,      ,         ,
256.0344185,32.56113976,M0                        ,M0,70, ,     ,    , ,1.512,      ,         ,
256.0374182,38.21418993,F8                        ,F8,48, ,     ,    , ,0.568,2.04,3.41,
256.0396305,61.18413062,K0                        ,K0,60, ,     ,    , ,1.061,-1.48,52.16,
256.040475,-30.65962399,G6/8 V                    ,G6,56,5,     ,    , ,0.701,3.11,1.23,
256.0408352,-25.03787079,F5                        ,F5,45, ,     ,    , ,0.486,      ,         ,
256.043681,-49.32062214,AP SI                     ,,, ,     ,    , ,0.147,      ,         ,
256.0507949,22.46290791,K0                        ,K0,60, ,     ,    , ,1.028,      ,         ,
256.0550798,11.3448493,K2                        ,K2,62, ,     ,    , ,1.316,      ,         ,
256.0572,-36.6426192,F3 V                      ,F3,43,5,     ,    , ,0.536,      ,         ,
256.0642705,36.75300758,K2                        ,K2,62, ,     ,    , ,1.21,-2.08,71.54,
256.064748,-45.24043799,K0 III                    ,K0,60,3,     ,    , ,1.21,-1.09,32.53,
256.0779842,-51.86167646,F5                        ,F5,45, ,     ,    , ,0.56,      ,         ,
256.0788328,20.04808919,K5                        ,K5,65, ,     ,    , ,1.453,      ,         ,
256.0794399,70.30389422,F5                        ,F5,45, ,-0.02,1.4, ,0.417,2.24,4.68,
256.0821005,-76.92064475,B9.5V                     ,B9,29,5,     ,    , ,0.035,      ,         ,
256.0997082,-65.65101917,B9V                       ,B9,29,5,     ,    , ,0.026,      ,         ,
256.103002,-57.71216876,B4IV                      ,B4,24,4,     ,    , ,-0.097,-0.23,232.3,HR 6320
256.1068068,52.81850839,A5IV                      ,A5,35,4,     ,    , ,0.258,1.02,19.04,
256.1085523,-78.47370692,K3III                     ,K3,63,3,     ,    , ,1.242,      ,         ,
256.1098652,-17.33517542,G0/2                      ,G0,50, ,     ,    , ,0.568,3.3,1.21,
256.1118438,-18.13904807,F0 V                      ,F0,40,5,-0.49,4.9, ,0.561,1.49,5.79,
256.1152354,-24.24029333,K0 III                    ,K0,60,3,     ,    , ,1.061,      ,         ,
256.116014,-28.5826775,K0IV-V                    ,K0,60,4,0.27,    ,1,0.814,3.5,0.74,Gliese 652
256.1159269,-23.39053655,G8/K0 III                 ,G8,58,3,     ,    , ,1.008,      ,         ,
256.1197098,3.740101227,K2                        ,K2,62, ,     ,    , ,0.98,      ,         ,
256.122434,-17.49225929,K0 III/IV                 ,K0,60,3,     ,    , ,1.061,-0.59,20.12,
256.1231248,-12.67619642,K0 III                    ,K0,60,3,     ,    , ,1.2,-1.44,47.33,
256.1266641,52.16168292,G0                        ,G0,50, ,-0.02,    , ,0.619,3.04,1.42,
256.1286262,-43.3097696,F8 V                      ,F8,48,5,0.08,4.1,1,0.565,2.53,2.4,
256.1285357,-7.704374699,A0 V                      ,A0,30,5,     ,    , ,0.412,0.29,15.28,
256.1285355,27.05886854,F0                        ,F0,40, ,     ,    , ,0.24,1.31,16.23,
256.133379,62.1721246,K0                        ,K0,60, ,     ,    , ,1.043,-1.79,67.07,
256.1341395,31.4113127,G8                        ,G8,58, ,     ,    , ,0.983,-0.73,29.97,
256.13557,14.77849596,G8III                     ,G8,58,3,     ,    , ,1.015,      ,         ,
256.1382129,-16.76972389,K2/3 III                  ,K2,62,3,     ,    , ,0.51,      ,         ,
256.1383009,-72.38695341,ApSrEu:                   ,,, ,     ,    , ,0.205,      ,         ,
256.1389121,-11.08849668,K2 III/IV                 ,K2,62,3,     ,    , ,1.51,-3.35,174.87,
256.140379,-68.27869408,M3/4III                   ,M3,73,3,     ,    , ,1.57,-6.55,1059.95,
256.14272,-60.87081513,M2III                     ,M2,72,3,     ,    , ,1.646,      ,         ,
256.149392,-53.60400911,F0V                       ,F0,40,5,     ,    , ,0.387,2.35,3.91,
256.1498923,-37.99196137,K                         ,,, ,     ,    , ,1.139,      ,         ,
256.1501166,-14.57109551,F0 IV/V                   ,F0,40,4,     ,    , ,0.577,      ,         ,
256.1515524,-37.90753316,A0                        ,A0,30, ,     ,    , ,0.071,      ,         ,
256.1632782,-59.88173278,G5V                       ,G5,55,5,-0.15,10.3, ,0.667,3.27,1.06,
256.1653971,49.74069458,K0                        ,K0,60, ,     ,    , ,1.058,1.06,5.01,
256.1693557,15.74610962,K2                        ,K2,62, ,     ,    , ,1.364,      ,         ,
256.1722728,19.59909256,B9V                       ,B9,29,5,     ,    , ,0.01,-0.09,97.25,HR 6352
256.1813302,-25.64535305,A9 III/IV                 ,A9,39,3,     ,    , ,0.264,1.43,12.88,
256.1888595,-20.49470245,B7 IV/V                   ,B7,27,4,     ,    , ,-0.035,0.43,70.37,HR 6340
256.1908381,28.09105441,K0III                     ,K0,60,3,     ,    , ,1.105,      ,35.8,
256.1929206,-31.36280361,G0:III:  A0/1:s          ,G0,50,3,     ,    , ,0.866,      ,         ,
256.1944945,-50.07138136,B9 V                      ,B9,29,5,     ,    , ,0.183,1.25,15.06,
256.1976389,29.67502289,K5III                     ,K5,65,3,     ,    , ,1.335,      ,         ,
256.2011317,-17.95753127,A4 IV                     ,A4,34,4,     ,    , ,0.367,0.69,14,
